Component	CO2 	 CH4	N2O	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	H-1202	C3F8	C4F10	C5F12	C7F16	C8F18	cC4F8	SO2F2	HFC236fa	HFC152a	HFC365mfc	CH2Cl2	CHCl3	CH3Cl	NF3 
Unit 	 ppm	ppb	ppb	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total
Reference	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	igcc_historical	No data	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	No data	igcc_historical	igcc_historical	igcc_historical	igcc_historical
1924	306.238131	1049.159028	285.208734	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	1.845954	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052590	0.0	34.505700	0.000000	0.0	0.001495	0.0	0.0	0.000000	0.000000	0.0	0.000039	0.0	0.0	0.0	6.912761	4.847969	457.000000	0.000000
1925	306.412206	1051.873840	285.262808	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	2.116422	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058855	0.0	34.560600	0.000000	0.0	0.001675	0.0	0.0	0.000000	0.000000	0.0	0.000039	0.0	0.0	0.0	6.912761	4.870500	457.000000	0.000000
1926	306.544224	1053.318754	285.309893	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	2.460367	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065165	0.0	34.616200	0.000000	0.0	0.001855	0.0	0.0	0.000000	0.000000	0.0	0.000040	0.0	0.0	0.0	6.912761	4.895097	457.000000	0.000000
1927	306.758308	1055.494015	285.364974	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	2.694286	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072020	0.0	34.676800	0.000000	0.0	0.002050	0.0	0.0	0.000000	0.000000	0.0	0.000040	0.0	0.0	0.0	6.912761	4.920687	457.000000	0.000000
1928	306.901352	1060.368739	285.465038	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	3.026491	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079705	0.0	34.745000	0.000000	0.0	0.002270	0.0	0.0	0.000000	0.000000	0.0	0.000040	0.0	0.0	0.0	6.912761	4.946200	457.000000	0.000000
1929	307.058415	1066.393609	285.530129	0.000000	0.000000	0.000000	0.000000	0.000000	5.299997	3.517714	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088705	0.0	34.825200	0.000000	0.0	0.002530	0.0	0.0	0.000000	0.000000	0.0	0.000041	0.0	0.0	0.0	6.912761	4.970571	457.000000	0.000000
1930	307.174430	1072.378196	285.584203	0.000000	0.000000	0.001315	0.000000	0.000000	5.299999	4.063464	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098080	0.0	34.909299	0.000000	0.0	0.002805	0.0	0.0	0.000000	0.000000	0.0	0.000041	0.0	0.0	0.0	6.912761	4.992711	457.000000	0.000000
1931	307.367501	1077.233145	285.777285	0.000000	0.000000	0.021152	0.000000	0.000000	5.306651	4.702978	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106625	0.0	34.986599	0.000000	0.0	0.003050	0.0	0.0	0.000000	0.000000	0.0	0.000041	0.0	0.0	0.0	6.912761	5.014263	457.000000	0.000000
1932	307.629627	1081.707966	285.882354	0.000000	0.000000	0.074997	0.000000	0.000000	5.338305	5.294213	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112750	0.0	35.042799	0.000000	0.0	0.003230	0.0	0.0	0.000000	0.000000	0.0	0.000041	0.0	0.0	0.0	6.912761	5.036629	457.000000	0.000000
1933	307.929778	1086.292895	286.038417	0.000000	0.000000	0.124998	0.000000	0.000000	5.379979	5.937421	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116370	0.0	35.076699	0.000000	0.0	0.003340	0.0	0.0	0.000000	0.000000	0.0	0.000041	0.0	0.0	0.0	6.912761	5.060059	457.000000	0.000000
1934	308.303992	1091.527726	286.141503	0.000000	0.000000	0.174998	0.000000	0.000000	5.419979	6.679799	0.000000	0.000762	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120130	0.0	35.111599	0.000000	0.0	0.003450	0.0	0.0	0.000000	0.000000	0.0	0.000042	0.0	0.0	0.0	6.912761	5.084178	457.000000	0.000000
1935	308.737273	1096.842392	286.268575	0.000000	0.000000	0.224998	0.000000	0.000000	5.459979	7.595823	0.000000	0.019080	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125110	0.0	35.157899	0.000000	0.0	0.003600	0.0	0.0	0.000000	0.000000	0.0	0.000042	0.0	0.0	0.0	6.912762	5.109823	457.000001	0.000000
1936	309.513813	1101.597486	286.435655	0.000000	0.000000	0.274998	0.000000	0.000000	5.499980	8.761372	0.000000	0.079322	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133215	0.0	35.233599	0.000000	0.0	0.003845	0.0	0.0	0.000000	0.000000	0.0	0.000042	0.0	0.0	0.0	6.912760	5.136405	456.999999	0.000000
1937	310.257307	1106.091961	286.646742	0.000000	0.000000	0.324998	0.000000	0.000000	5.539981	10.024960	0.000000	0.140005	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144080	0.0	35.336399	0.000000	0.0	0.004175	0.0	0.0	0.000000	0.000000	0.0	0.000043	0.0	0.0	0.0	6.912764	5.164171	457.000003	0.000000
1938	310.778640	1110.407603	286.893809	0.000000	0.000000	0.374998	0.000000	0.000000	5.579981	11.266163	0.000000	0.200004	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158040	0.0	35.469799	0.000000	0.0	0.004605	0.0	0.0	0.000000	0.000000	0.0	0.000043	0.0	0.0	0.0	6.912754	5.193352	456.999993	0.000000
1939	311.327003	1116.691384	287.096901	0.000000	0.000000	0.424998	0.000444	0.000000	5.619982	12.575762	0.000000	0.260005	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173690	0.0	35.621499	0.000000	0.0	0.005095	0.0	0.0	0.000000	0.000000	0.0	0.000043	0.0	0.0	0.0	6.912777	5.224133	457.000015	0.000000
1940	311.824300	1119.906806	287.335972	0.000000	0.000000	0.474998	0.009226	0.000000	5.659982	14.090855	0.000000	0.320004	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192400	0.0	35.804999	0.000000	0.0	0.005690	0.0	0.0	0.000000	0.000000	0.0	0.000043	0.0	0.0	0.0	6.912726	5.256570	456.999964	0.000000
1941	312.269585	1123.031896	287.588044	0.000000	0.000000	0.524998	0.048158	0.000000	5.699983	15.872149	0.000000	0.380005	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211070	0.0	35.991299	0.000000	0.0	0.006290	0.0	0.0	0.000000	0.000000	0.0	0.000044	0.0	0.0	0.0	6.923159	5.290311	457.000086	0.000000
1942	312.621778	1127.986454	287.869138	0.000000	0.000000	0.574998	0.112601	0.000000	5.739984	18.120430	0.000000	0.440004	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235625	0.0	36.238899	0.000000	0.0	0.007100	0.0	0.0	0.000000	0.000000	0.0	0.000044	0.0	0.0	0.0	6.954430	5.325883	456.999741	0.000000
1943	312.830884	1132.461276	288.519190	0.000000	0.000000	0.624998	0.202455	0.000000	5.779984	20.794119	0.000000	0.500005	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267040	0.0	36.561099	0.000000	0.0	0.008160	0.0	0.0	0.000000	0.000000	0.0	0.000044	0.0	0.0	0.0	7.005845	5.363472	457.932001	0.000000
1944	312.844798	1136.075990	288.745292	0.000000	0.019434	0.674998	0.317647	0.000000	5.819985	23.864783	0.000000	0.560004	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308315	0.0	36.992799	0.000000	0.0	0.009595	0.0	0.0	0.000000	0.000000	0.0	0.000044	0.0	0.0	0.0	7.076577	5.403076	460.742504	0.000000
1945	312.807707	1139.131133	288.979358	0.004844	0.421500	0.724998	0.458056	0.000000	5.859985	25.904249	0.000000	0.620005	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.336380	0.0	37.297699	0.000000	0.0	0.010605	0.0	0.0	0.000000	0.000000	0.0	0.000044	0.0	0.0	0.0	7.165842	5.444616	463.243697	0.000000
1946	312.803631	1143.476194	289.186417	0.083372	1.635711	0.774998	0.623554	0.000000	5.899986	27.504757	0.000000	0.680003	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.344265	0.0	37.391699	0.000000	0.0	0.010915	0.0	0.0	0.000000	0.000000	0.0	0.000045	0.0	0.0	0.0	7.272849	5.488611	465.743289	0.000000
1947	312.890601	1149.460781	289.277509	0.300011	2.835014	0.824998	0.814012	0.000000	5.939987	29.078561	0.000000	0.740006	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.353655	0.0	37.500099	0.000000	0.0	0.011285	0.0	0.0	0.000000	0.000000	0.0	0.000045	0.0	0.0	0.0	7.396803	5.535007	468.243430	0.000000
1948	312.916548	1155.455500	289.329599	0.500013	4.025014	0.874998	1.031655	0.000000	5.979987	31.041143	0.000000	0.800002	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.368315	0.0	37.670499	0.000000	0.0	0.011870	0.0	0.0	0.000000	0.000000	0.0	0.000045	0.0	0.0	0.0	7.536918	5.583762	470.743379	0.000000
1949	313.018544	1160.180199	289.378668	0.700012	5.215013	0.924998	1.251817	0.000000	6.019988	33.192337	0.000000	0.860008	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.383625	0.0	37.855199	0.000275	0.0	0.012515	0.0	0.0	0.000000	0.000000	0.0	0.000046	0.0	0.0	0.0	7.692389	5.635349	473.243402	0.000000
1950	313.198635	1163.655631	289.526737	0.893882	6.382257	0.974998	1.482466	0.000000	6.059988	35.499833	0.000000	0.927501	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.396970	0.0	38.023899	0.001924	0.0	0.013105	0.0	0.0	0.000000	0.000000	0.0	0.000046	0.0	0.0	0.0	7.862438	5.689752	475.731464	0.000000
1951	313.382697	1168.649984	289.654816	1.146856	7.775353	1.024428	1.734916	0.000000	6.099991	37.580826	0.000000	0.934998	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.410645	0.0	38.204299	0.005467	0.0	0.013745	0.0	0.0	0.000000	0.000000	0.0	0.000046	0.0	0.0	0.0	8.046263	5.746818	478.311643	0.000000
1952	313.701875	1174.155689	289.826901	1.554027	9.444400	1.079318	1.984304	0.000000	6.139426	38.706895	0.000000	0.920000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.425240	0.0	38.406998	0.014999	0.0	0.014465	0.0	0.0	0.000000	0.000000	0.0	0.000046	0.0	0.0	0.0	8.243067	5.807778	481.160642	0.000000
1953	314.081098	1183.210223	290.142968	2.129437	11.213325	1.138928	2.239912	0.000000	6.184987	40.051760	0.001163	0.926252	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.439210	0.0	38.614298	0.024999	0.0	0.015210	0.0	0.0	0.000000	0.000000	0.0	0.000046	0.0	0.0	0.0	8.459376	5.872755	484.176446	0.000000
1954	314.437292	1194.285142	290.364035	2.863596	13.203928	1.207977	2.494912	0.000000	6.229988	41.542467	0.017433	0.963756	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.453485	0.0	38.841298	0.034999	0.0	0.016020	0.0	0.0	0.000000	0.000000	0.0	0.000047	0.0	0.0	0.0	8.702844	5.941914	488.508852	0.000000
1955	314.748468	1206.510207	290.667132	3.767791	15.439632	1.293746	2.749912	0.000000	6.274989	43.172959	0.108080	1.053860	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.466715	0.0	39.070698	0.044999	0.0	0.016830	0.0	0.0	0.000000	0.000000	0.0	0.000047	0.0	0.0	0.0	8.963726	6.015554	493.254982	0.000000
1956	315.022597	1220.965009	291.017196	4.900767	18.007138	1.388206	3.006163	0.000000	6.319990	44.939256	0.289042	1.186010	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478795	0.0	39.300198	0.054999	0.0	0.017625	0.0	0.0	0.000000	0.000000	0.0	0.000047	0.0	0.0	0.0	9.237828	6.093147	496.959698	0.000000
1957	315.307752	1235.669201	291.349285	6.239397	20.977540	1.497475	3.249913	0.000000	6.364990	46.829952	0.563670	1.346465	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.489310	0.0	39.520098	0.064999	0.0	0.018360	0.0	0.0	0.000000	0.000000	0.0	0.000047	0.0	0.0	0.0	9.522201	6.174787	500.697819	0.000000
1958	315.651943	1247.294291	291.616341	7.567233	24.184340	1.627484	3.496995	0.000000	6.409992	48.839949	0.880146	1.584595	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.497735	0.0	39.715098	0.074999	0.0	0.018970	0.0	0.0	0.000000	0.000000	0.0	0.000048	0.0	0.0	0.0	9.817558	6.260037	504.503934	0.000000
1959	316.105230	1257.198800	291.838445	8.797124	27.609051	1.777484	3.726592	0.000000	6.454298	50.971145	1.238610	1.906035	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505240	0.0	39.904898	0.084999	0.0	0.019530	0.0	0.0	0.000000	0.000000	0.0	0.000048	0.0	0.0	0.0	10.130433	6.348479	508.363717	0.000000
1960	316.914785	1264.003455	292.141512	10.237121	31.605360	1.946943	3.938671	0.000000	6.504989	53.211243	1.701523	2.249407	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.513095	0.0	40.118598	0.094999	0.0	0.020105	0.0	0.0	0.000000	0.000000	0.0	0.000056	0.0	0.0	0.0	10.459146	6.439754	512.232841	0.000000
1961	317.580214	1269.349981	292.467589	12.167854	36.236665	2.141222	4.163667	0.000000	6.554992	55.563540	2.179267	2.637654	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.520730	0.0	40.342498	0.109999	0.0	0.020640	0.0	0.0	0.000000	0.000000	0.0	0.000396	0.0	0.0	0.0	10.799525	6.533174	516.040079	0.000000
1962	318.316744	1282.464573	292.817653	14.639893	41.476778	2.365680	4.398664	0.000000	6.604418	58.007437	2.772260	3.129154	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.527875	0.0	40.566097	0.129999	0.0	0.021115	0.0	0.0	0.000000	0.000000	0.0	0.000919	0.0	0.0	0.0	11.156875	6.628618	519.726474	0.000000
1963	318.914126	1300.688662	293.206749	17.717033	47.604593	2.625519	4.635970	0.000143	6.659988	60.507437	3.511745	3.753724	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.535165	0.0	40.804796	0.154998	0.0	0.021570	0.0	0.0	0.000000	0.000000	0.0	0.001543	0.0	0.0	0.0	11.525057	6.725568	523.243996	0.000000
1964	319.588565	1317.273468	293.571828	21.421671	54.799805	2.919598	4.877437	0.003478	6.715564	63.077533	4.254168	4.502782	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.542525	0.0	41.054696	0.179999	0.0	0.021990	0.0	0.0	0.000000	0.000000	0.0	0.002301	0.0	0.0	0.0	11.901809	6.824531	526.538645	0.000000
1965	320.062864	1330.968139	293.938890	25.709800	63.029015	3.257976	5.135174	0.019166	6.764422	65.626835	5.182889	5.391108	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.550850	0.0	41.342496	0.199999	0.0	0.022435	0.0	0.0	0.000021	0.000021	0.0	0.003262	0.0	0.0	0.0	12.285432	6.925759	529.577361	0.000000
1966	321.118647	1342.153165	294.353956	30.503734	72.247930	3.653163	5.413370	0.039499	6.819308	68.071240	6.633790	6.472540	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.559775	0.0	41.652496	0.219999	0.0	0.022890	0.0	0.0	0.000179	0.000191	0.0	0.004444	0.0	0.0	0.0	12.677055	7.028955	532.337101	0.000000
1967	321.710012	1354.189144	294.768046	35.866478	82.610146	4.101901	5.707025	0.063713	6.879990	70.426243	8.815616	7.774256	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.570145	0.0	42.004696	0.239999	0.0	0.023400	0.0	0.0	0.000386	0.000428	0.0	0.005949	0.0	0.0	0.0	13.071166	7.134127	534.823817	0.000000
1968	322.610643	1371.572901	295.184120	41.939132	94.259663	4.615648	6.014501	0.098729	6.939991	72.690547	11.549276	9.383843	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.582705	0.0	42.411496	0.269998	0.0	0.023990	0.0	0.0	0.000619	0.000720	0.0	0.007807	0.0	0.0	0.0	13.466867	7.241467	537.033559	0.000000
1969	323.464239	1389.269036	295.603184	48.922607	107.289180	5.203845	6.334147	0.143263	6.999992	74.869951	14.649740	11.191638	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.597670	0.0	42.862396	0.299998	0.0	0.024670	0.0	0.0	0.000887	0.001058	0.0	0.010129	0.0	0.0	0.0	13.861979	7.351486	538.971239	0.000033
1970	324.988379	1411.032553	296.027284	56.953255	121.649190	5.882411	6.664312	0.203540	7.059993	76.969954	17.680185	13.093747	0.000000	0.0	0.001065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.617445	0.0	43.401396	0.324999	0.0	0.025530	0.0	0.0	0.001187	0.001435	0.0	0.012999	0.0	0.0	0.0	14.255303	7.463810	540.664860	0.000237
1971	325.596786	1431.057912	296.458341	65.846509	137.138205	6.660777	7.004381	0.274415	7.119412	78.989957	20.815478	15.120055	0.000000	0.0	0.021073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.642445	0.0	44.007896	0.354998	0.0	0.026565	0.0	0.0	0.001514	0.001846	0.0	0.016469	0.0	0.0	0.0	14.645936	7.579107	542.126445	0.000296
1972	327.538247	1449.231830	296.898432	75.670888	153.856226	7.553642	7.356680	0.348220	7.184317	80.929361	24.916698	17.352390	0.000000	0.0	0.070000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.674075	0.0	44.688696	0.389998	0.0	0.027815	0.0	0.0	0.001868	0.002300	0.0	0.020585	0.0	0.0	0.0	15.032683	7.698347	543.384934	0.000236
1973	330.091183	1462.807360	297.349509	86.872616	172.257260	8.576457	7.723948	0.438014	7.255664	82.793064	30.325836	19.927695	0.000000	0.0	0.115000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.713880	0.0	45.454696	0.424998	0.0	0.029350	0.0	0.0	0.002245	0.002789	0.0	0.025346	0.0	0.0	0.0	15.414539	7.820894	544.463402	0.000169
1974	330.929753	1476.092362	297.812580	99.538903	192.564249	9.748060	8.108936	0.543196	7.319504	84.593166	36.768505	22.525583	0.000000	0.0	0.161270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.764990	0.0	46.342595	0.459998	0.0	0.031320	0.0	0.0	0.002645	0.003297	0.0	0.030775	0.0	0.0	0.0	15.790506	7.947182	545.369823	0.000098
1975	330.991739	1491.697310	298.290665	112.331764	213.235222	11.095743	8.514407	0.661697	7.389227	86.328769	42.720016	25.179124	0.000000	0.0	0.195000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.828490	0.0	47.357695	0.499998	0.0	0.033995	0.0	0.0	0.003066	0.003818	0.0	0.036913	0.0	0.0	0.0	16.159485	8.078149	546.137138	0.000083
1976	331.701209	1509.072156	298.785749	124.730748	232.997220	12.636435	8.955107	0.811808	7.465574	87.993072	49.041769	28.196116	0.000000	0.0	0.230000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.887210	0.0	48.276095	0.544380	0.0	0.036665	0.0	0.0	0.003522	0.004345	0.0	0.043802	0.0	0.0	0.0	16.520374	8.213740	546.791424	0.000364
1977	333.501537	1527.646953	299.297800	136.795698	251.994205	14.478717	9.431879	0.983642	7.534414	89.592474	57.537215	31.407799	0.000000	0.0	0.265000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.949080	0.0	49.292495	0.594551	0.0	0.039815	0.0	0.0	0.004007	0.004871	0.0	0.051483	0.0	0.0	0.0	16.872175	8.354131	547.339689	0.004997
1978	335.150775	1546.861765	299.830878	148.004581	270.001186	15.963048	9.926631	1.173645	7.609319	91.131876	68.573401	35.723577	0.000000	0.0	0.298730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.021160	0.0	50.439495	0.659996	0.0	0.043615	0.0	0.0	0.004512	0.005389	0.0	0.060000	0.0	0.0	0.0	17.213786	8.499481	547.797898	0.000000
1979	336.850000	1566.136635	300.385959	157.638472	286.494159	17.683127	10.421234	1.378265	7.689991	92.613082	78.181793	40.489099	0.000000	0.0	0.342520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.094820	0.0	51.557395	0.769993	0.0	0.047935	0.0	0.0	0.005033	0.005893	0.0	0.202500	0.0	0.0	0.0	17.544209	8.650031	548.182080	0.004000
1980	338.910000	1584.921393	301.062000	166.791500	303.960000	20.167388	10.134833	1.750000	7.769994	93.836993	85.925840	44.551489	0.000000	0.0	0.411786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.215000	0.0	53.464000	0.858000	0.0	0.053255	0.0	0.0	0.005595	0.006383	0.0	0.345000	0.0	0.0	0.0	17.862243	8.805941	548.501238	0.003000
1981	340.110000	1602.636083	301.903500	175.023500	320.770000	23.256973	10.597542	2.010000	7.849402	95.403403	91.532700	47.887338	0.194413	0.0	0.752854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.296000	0.0	54.612000	0.975000	0.0	0.059785	0.0	0.0	0.006560	0.006901	0.0	0.382000	0.0	0.0	0.0	18.167086	8.967849	548.765371	0.003000
1982	340.860000	1618.720889	303.075000	183.227000	337.320000	27.428000	11.040667	2.290000	7.934991	96.547421	95.897200	50.809209	0.197420	0.0	0.781810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.367000	0.0	55.605000	1.102000	0.0	0.066400	0.0	0.0	0.007763	0.007240	0.0	0.405000	0.0	0.0	0.0	18.457444	9.135040	548.983475	0.004000
1983	342.530000	1632.615266	303.652500	192.261500	354.420000	30.069000	11.586000	2.600000	8.019996	97.855307	99.825250	53.922992	0.188400	0.0	0.796787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.440000	0.0	56.621000	1.217000	0.0	0.071000	0.0	0.0	0.008971	0.007240	0.0	0.426000	0.0	0.0	0.0	18.732409	9.307110	549.168552	0.006000
1984	344.070000	1644.650000	304.341500	200.533500	370.360000	34.274000	12.176250	2.930000	8.103740	99.176424	104.464815	57.647674	0.169360	0.0	0.842717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.527000	0.0	57.688000	1.341000	0.0	0.076000	0.0	0.0	0.010525	0.007745	0.0	0.465000	0.0	0.0	0.0	18.990788	9.483822	549.322630	0.008000
1985	345.540000	1657.260000	304.898500	210.593000	387.300000	39.285000	12.671083	3.290000	8.199989	100.404921	108.498425	62.683581	0.203432	0.0	0.872672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.617000	0.0	58.718000	1.485000	0.0	0.082000	0.0	0.0	0.012608	0.008103	0.0	0.526000	0.0	0.0	0.0	19.231675	9.664216	549.452688	0.009000
