Component	CO2 	 CH4	N2O	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	H-1202	C3F8	C4F10	C5F12	C7F16	C8F18	cC4F8	SO2F2	HFC236fa	HFC152a	HFC365mfc	CH2Cl2	CHCl3	CH3Cl	NF3 
Unit 	 ppm	ppb	ppb	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total
Reference	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	No data	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	No data	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical
2371	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2372	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2373	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2374	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2375	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2376	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2377	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2378	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2379	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2380	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2381	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2382	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2383	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2384	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2385	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2386	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2387	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2388	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2389	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2390	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2391	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2392	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2393	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2394	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2395	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2396	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2397	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2398	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2399	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2400	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2401	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2402	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2403	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2404	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2405	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2406	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2407	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2408	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2409	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2410	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2411	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2412	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2413	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2414	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2415	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
2416	419.36	1922.11	336.91	216.815	487.215	67.20290476	16.0	8.860708333	6.541315789	73.92500000000001	0.9118377189999999	247.28500000000003	24.584131579999998	0.0	21.53554386	2.9288377190000006	3.322214912	0.392219298	44.215	129.51000000000002	31.139263159999995	2.255557292	36.67868889	3.77095	32.49085417	0.324691667	5.230908333000001	0.3092	89.43160833	11.38505702	0.0	0.7568	0.21960000000000002	0.16360000000000002	0.12428000000000002	0.1	1.9998	2.912891667	0.24604166700000002	7.504951754	1.1837205879999997	48.10601274999999	7.598425	542.8257333	3.1352999999999995
